,,"Tunbridge Wells A26 Roadside",
Date,Time,"PM10 particulate matter (Grav Equiv)",Status
22/12/2020,09:00,9.000,"V µg/m³ (VCM)"
22/12/2020,10:00,5.000,"V µg/m³ (VCM)"
22/12/2020,11:00,11.000,"V µg/m³ (VCM)"
22/12/2020,12:00,17.000,"V µg/m³ (VCM)"
22/12/2020,13:00,21.000,"V µg/m³ (VCM)"
22/12/2020,14:00,15.000,"V µg/m³ (VCM)"
22/12/2020,15:00,13.000,"V µg/m³ (VCM)"
22/12/2020,16:00,18.000,"V µg/m³ (VCM)"
22/12/2020,17:00,21.000,"V µg/m³ (VCM)"
22/12/2020,18:00,22.000,"V µg/m³ (VCM)"
22/12/2020,19:00,11.000,"V µg/m³ (VCM)"
22/12/2020,20:00,14.000,"V µg/m³ (VCM)"
22/12/2020,21:00,17.000,"V µg/m³ (VCM)"
22/12/2020,22:00,20.000,"V µg/m³ (VCM)"
22/12/2020,23:00,10.000,"V µg/m³ (VCM)"
22/12/2020,24:00,12.000,"V µg/m³ (VCM)"
23/12/2020,01:00,8.000,"V µg/m³ (VCM)"
23/12/2020,02:00,9.000,"V µg/m³ (VCM)"
23/12/2020,03:00,9.000,"V µg/m³ (VCM)"
23/12/2020,04:00,9.000,"V µg/m³ (VCM)"
23/12/2020,05:00,10.000,"V µg/m³ (VCM)"
23/12/2020,06:00,12.000,"V µg/m³ (VCM)"
23/12/2020,07:00,10.000,"V µg/m³ (VCM)"
23/12/2020,08:00,9.000,"V µg/m³ (VCM)"
23/12/2020,09:00,10.000,"V µg/m³ (VCM)"
23/12/2020,10:00,11.000,"V µg/m³ (VCM)"
23/12/2020,11:00,11.000,"V µg/m³ (VCM)"
23/12/2020,12:00,14.000,"V µg/m³ (VCM)"
23/12/2020,13:00,10.000,"V µg/m³ (VCM)"
23/12/2020,14:00,16.000,"V µg/m³ (VCM)"
23/12/2020,15:00,12.000,"V µg/m³ (VCM)"
23/12/2020,16:00,11.000,"V µg/m³ (VCM)"
23/12/2020,17:00,9.000,"V µg/m³ (VCM)"
23/12/2020,18:00,8.000,"V µg/m³ (VCM)"
23/12/2020,19:00,9.000,"V µg/m³ (VCM)"
23/12/2020,20:00,9.000,"V µg/m³ (VCM)"
23/12/2020,21:00,11.000,"V µg/m³ (VCM)"
23/12/2020,22:00,7.000,"V µg/m³ (VCM)"
23/12/2020,23:00,11.000,"V µg/m³ (VCM)"
23/12/2020,24:00,9.000,"V µg/m³ (VCM)"
24/12/2020,01:00,7.000,"V µg/m³ (VCM)"
24/12/2020,02:00,2.000,"V µg/m³ (VCM)"
24/12/2020,03:00,3.000,"V µg/m³ (VCM)"
24/12/2020,04:00,1.000,"V µg/m³ (VCM)"
24/12/2020,05:00,2.000,"V µg/m³ (VCM)"
24/12/2020,06:00,6.000,"V µg/m³ (VCM)"
24/12/2020,07:00,10.000,"V µg/m³ (VCM)"
24/12/2020,08:00,9.000,"V µg/m³ (VCM)"
24/12/2020,09:00,10.000,"V µg/m³ (VCM)"
24/12/2020,10:00,8.000,"V µg/m³ (VCM)"
24/12/2020,11:00,7.000,"V µg/m³ (VCM)"
24/12/2020,12:00,8.000,"V µg/m³ (VCM)"
24/12/2020,13:00,8.000,"V µg/m³ (VCM)"
24/12/2020,14:00,9.000,"V µg/m³ (VCM)"
24/12/2020,15:00,8.000,"V µg/m³ (VCM)"
24/12/2020,16:00,11.000,"V µg/m³ (VCM)"
24/12/2020,17:00,10.000,"V µg/m³ (VCM)"
24/12/2020,18:00,11.000,"V µg/m³ (VCM)"
24/12/2020,19:00,15.000,"V µg/m³ (VCM)"
24/12/2020,20:00,13.000,"V µg/m³ (VCM)"
24/12/2020,21:00,11.000,"V µg/m³ (VCM)"
24/12/2020,22:00,9.000,"V µg/m³ (VCM)"
24/12/2020,23:00,7.000,"V µg/m³ (VCM)"
24/12/2020,24:00,8.000,"V µg/m³ (VCM)"
25/12/2020,01:00,11.000,"V µg/m³ (VCM)"
25/12/2020,02:00,9.000,"V µg/m³ (VCM)"
25/12/2020,03:00,8.000,"V µg/m³ (VCM)"
25/12/2020,04:00,8.000,"V µg/m³ (VCM)"
25/12/2020,05:00,10.000,"V µg/m³ (VCM)"
25/12/2020,06:00,7.000,"V µg/m³ (VCM)"
25/12/2020,07:00,7.000,"V µg/m³ (VCM)"
25/12/2020,08:00,7.000,"V µg/m³ (VCM)"
25/12/2020,09:00,7.000,"V µg/m³ (VCM)"
25/12/2020,10:00,7.000,"V µg/m³ (VCM)"
25/12/2020,11:00,10.000,"V µg/m³ (VCM)"
25/12/2020,12:00,13.000,"V µg/m³ (VCM)"
25/12/2020,13:00,14.000,"V µg/m³ (VCM)"
25/12/2020,14:00,11.000,"V µg/m³ (VCM)"
25/12/2020,15:00,18.000,"V µg/m³ (VCM)"
25/12/2020,16:00,23.000,"V µg/m³ (VCM)"
25/12/2020,17:00,21.000,"V µg/m³ (VCM)"
25/12/2020,18:00,14.000,"V µg/m³ (VCM)"
25/12/2020,19:00,16.000,"V µg/m³ (VCM)"
25/12/2020,20:00,16.000,"V µg/m³ (VCM)"
25/12/2020,21:00,17.000,"V µg/m³ (VCM)"
25/12/2020,22:00,14.000,"V µg/m³ (VCM)"
25/12/2020,23:00,13.000,"V µg/m³ (VCM)"
25/12/2020,24:00,12.000,"V µg/m³ (VCM)"
26/12/2020,01:00,14.000,"V µg/m³ (VCM)"
26/12/2020,02:00,12.000,"V µg/m³ (VCM)"
26/12/2020,03:00,9.000,"V µg/m³ (VCM)"
26/12/2020,04:00,8.000,"V µg/m³ (VCM)"
26/12/2020,05:00,nodata,"V µg/m³ (VCM)"
26/12/2020,06:00,nodata,"V µg/m³ (VCM)"
26/12/2020,07:00,6.000,"V µg/m³ (VCM)"
26/12/2020,08:00,8.000,"V µg/m³ (VCM)"
26/12/2020,09:00,9.000,"V µg/m³ (VCM)"
26/12/2020,10:00,6.000,"V µg/m³ (VCM)"
26/12/2020,11:00,7.000,"V µg/m³ (VCM)"
26/12/2020,12:00,7.000,"V µg/m³ (VCM)"
26/12/2020,13:00,6.000,"V µg/m³ (VCM)"
26/12/2020,14:00,10.000,"V µg/m³ (VCM)"
26/12/2020,15:00,10.000,"V µg/m³ (VCM)"
26/12/2020,16:00,9.000,"V µg/m³ (VCM)"
26/12/2020,17:00,12.000,"V µg/m³ (VCM)"
26/12/2020,18:00,10.000,"V µg/m³ (VCM)"
26/12/2020,19:00,12.000,"V µg/m³ (VCM)"
26/12/2020,20:00,11.000,"V µg/m³ (VCM)"
26/12/2020,21:00,10.000,"V µg/m³ (VCM)"
26/12/2020,22:00,8.000,"V µg/m³ (VCM)"
26/12/2020,23:00,12.000,"V µg/m³ (VCM)"
26/12/2020,24:00,10.000,"V µg/m³ (VCM)"
27/12/2020,01:00,9.000,"V µg/m³ (VCM)"
27/12/2020,02:00,10.000,"V µg/m³ (VCM)"
27/12/2020,03:00,11.000,"V µg/m³ (VCM)"
27/12/2020,04:00,17.000,"V µg/m³ (VCM)"
27/12/2020,05:00,12.000,"V µg/m³ (VCM)"
27/12/2020,06:00,9.000,"V µg/m³ (VCM)"
27/12/2020,07:00,11.000,"V µg/m³ (VCM)"
27/12/2020,08:00,10.000,"V µg/m³ (VCM)"
27/12/2020,09:00,3.000,"V µg/m³ (VCM)"
27/12/2020,10:00,7.000,"V µg/m³ (VCM)"
27/12/2020,11:00,0.000,"V µg/m³ (VCM)"
27/12/2020,12:00,8.000,"V µg/m³ (VCM)"
27/12/2020,13:00,6.000,"V µg/m³ (VCM)"
27/12/2020,14:00,8.000,"V µg/m³ (VCM)"
27/12/2020,15:00,8.000,"V µg/m³ (VCM)"
27/12/2020,16:00,15.000,"V µg/m³ (VCM)"
27/12/2020,17:00,18.000,"V µg/m³ (VCM)"
27/12/2020,18:00,21.000,"V µg/m³ (VCM)"
27/12/2020,19:00,18.000,"V µg/m³ (VCM)"
27/12/2020,20:00,21.000,"V µg/m³ (VCM)"
27/12/2020,21:00,19.000,"V µg/m³ (VCM)"
27/12/2020,22:00,20.000,"V µg/m³ (VCM)"
27/12/2020,23:00,20.000,"V µg/m³ (VCM)"
27/12/2020,24:00,15.000,"V µg/m³ (VCM)"
28/12/2020,01:00,6.000,"V µg/m³ (VCM)"
28/12/2020,02:00,8.000,"V µg/m³ (VCM)"
28/12/2020,03:00,3.000,"V µg/m³ (VCM)"
28/12/2020,04:00,4.000,"V µg/m³ (VCM)"
28/12/2020,05:00,6.000,"V µg/m³ (VCM)"
28/12/2020,06:00,5.000,"V µg/m³ (VCM)"
28/12/2020,07:00,7.000,"V µg/m³ (VCM)"
28/12/2020,08:00,5.000,"V µg/m³ (VCM)"
28/12/2020,09:00,11.000,"V µg/m³ (VCM)"
28/12/2020,10:00,9.000,"V µg/m³ (VCM)"
28/12/2020,11:00,8.000,"V µg/m³ (VCM)"
28/12/2020,12:00,10.000,"V µg/m³ (VCM)"
28/12/2020,13:00,13.000,"V µg/m³ (VCM)"
28/12/2020,14:00,25.000,"V µg/m³ (VCM)"
28/12/2020,15:00,17.000,"V µg/m³ (VCM)"
28/12/2020,16:00,15.000,"V µg/m³ (VCM)"
28/12/2020,17:00,14.000,"V µg/m³ (VCM)"
28/12/2020,18:00,14.000,"V µg/m³ (VCM)"
28/12/2020,19:00,15.000,"V µg/m³ (VCM)"
28/12/2020,20:00,15.000,"V µg/m³ (VCM)"
28/12/2020,21:00,16.000,"V µg/m³ (VCM)"
28/12/2020,22:00,18.000,"V µg/m³ (VCM)"
28/12/2020,23:00,16.000,"V µg/m³ (VCM)"
28/12/2020,24:00,13.000,"V µg/m³ (VCM)"
29/12/2020,01:00,13.000,"V µg/m³ (VCM)"
29/12/2020,02:00,13.000,"V µg/m³ (VCM)"
29/12/2020,03:00,13.000,"V µg/m³ (VCM)"
29/12/2020,04:00,13.000,"V µg/m³ (VCM)"
29/12/2020,05:00,12.000,"V µg/m³ (VCM)"
29/12/2020,06:00,9.000,"V µg/m³ (VCM)"
29/12/2020,07:00,12.000,"V µg/m³ (VCM)"
29/12/2020,08:00,12.000,"V µg/m³ (VCM)"
29/12/2020,09:00,13.000,"V µg/m³ (VCM)"
29/12/2020,10:00,13.000,"V µg/m³ (VCM)"
29/12/2020,11:00,15.000,"V µg/m³ (VCM)"
29/12/2020,12:00,20.000,"V µg/m³ (VCM)"
29/12/2020,13:00,19.000,"V µg/m³ (VCM)"
29/12/2020,14:00,23.000,"V µg/m³ (VCM)"
29/12/2020,15:00,22.000,"V µg/m³ (VCM)"
29/12/2020,16:00,23.000,"V µg/m³ (VCM)"
29/12/2020,17:00,22.000,"V µg/m³ (VCM)"
29/12/2020,18:00,22.000,"V µg/m³ (VCM)"
29/12/2020,19:00,23.000,"V µg/m³ (VCM)"
29/12/2020,20:00,26.000,"V µg/m³ (VCM)"
29/12/2020,21:00,18.000,"V µg/m³ (VCM)"
29/12/2020,22:00,16.000,"V µg/m³ (VCM)"
29/12/2020,23:00,18.000,"V µg/m³ (VCM)"
29/12/2020,24:00,13.000,"V µg/m³ (VCM)"
30/12/2020,01:00,11.000,"V µg/m³ (VCM)"
30/12/2020,02:00,16.000,"V µg/m³ (VCM)"
30/12/2020,03:00,15.000,"V µg/m³ (VCM)"
30/12/2020,04:00,18.000,"V µg/m³ (VCM)"
30/12/2020,05:00,15.000,"V µg/m³ (VCM)"
30/12/2020,06:00,14.000,"V µg/m³ (VCM)"
30/12/2020,07:00,12.000,"V µg/m³ (VCM)"
30/12/2020,08:00,10.000,"V µg/m³ (VCM)"
30/12/2020,09:00,14.000,"V µg/m³ (VCM)"
30/12/2020,10:00,12.000,"V µg/m³ (VCM)"
30/12/2020,11:00,10.000,"V µg/m³ (VCM)"
30/12/2020,12:00,11.000,"V µg/m³ (VCM)"
30/12/2020,13:00,15.000,"V µg/m³ (VCM)"
30/12/2020,14:00,19.000,"V µg/m³ (VCM)"
30/12/2020,15:00,17.000,"V µg/m³ (VCM)"
30/12/2020,16:00,18.000,"V µg/m³ (VCM)"
30/12/2020,17:00,29.000,"V µg/m³ (VCM)"
30/12/2020,18:00,26.000,"V µg/m³ (VCM)"
30/12/2020,19:00,22.000,"V µg/m³ (VCM)"
30/12/2020,20:00,31.000,"V µg/m³ (VCM)"
30/12/2020,21:00,39.000,"V µg/m³ (VCM)"
30/12/2020,22:00,50.000,"V µg/m³ (VCM)"
30/12/2020,23:00,32.000,"V µg/m³ (VCM)"
30/12/2020,24:00,28.000,"V µg/m³ (VCM)"
31/12/2020,01:00,29.000,"V µg/m³ (VCM)"
31/12/2020,02:00,23.000,"V µg/m³ (VCM)"
31/12/2020,03:00,19.000,"V µg/m³ (VCM)"
31/12/2020,04:00,18.000,"V µg/m³ (VCM)"
31/12/2020,05:00,21.000,"V µg/m³ (VCM)"
31/12/2020,06:00,20.000,"V µg/m³ (VCM)"
31/12/2020,07:00,20.000,"V µg/m³ (VCM)"
31/12/2020,08:00,19.000,"V µg/m³ (VCM)"
31/12/2020,09:00,19.000,"V µg/m³ (VCM)"
31/12/2020,10:00,17.000,"V µg/m³ (VCM)"
31/12/2020,11:00,18.000,"V µg/m³ (VCM)"
31/12/2020,12:00,17.000,"V µg/m³ (VCM)"
31/12/2020,13:00,27.000,"V µg/m³ (VCM)"
31/12/2020,14:00,22.000,"V µg/m³ (VCM)"
31/12/2020,15:00,18.000,"V µg/m³ (VCM)"
31/12/2020,16:00,18.000,"V µg/m³ (VCM)"
31/12/2020,17:00,16.000,"V µg/m³ (VCM)"
31/12/2020,18:00,20.000,"V µg/m³ (VCM)"
31/12/2020,19:00,24.000,"V µg/m³ (VCM)"
31/12/2020,20:00,22.000,"V µg/m³ (VCM)"
31/12/2020,21:00,20.000,"V µg/m³ (VCM)"
31/12/2020,22:00,20.000,"V µg/m³ (VCM)"
31/12/2020,23:00,18.000,"V µg/m³ (VCM)"
31/12/2020,24:00,18.000,"V µg/m³ (VCM)"
01/01/2021,01:00,18.000,"V µg/m³ (VCM)"
01/01/2021,02:00,22.000,"V µg/m³ (VCM)"
01/01/2021,03:00,15.000,"V µg/m³ (VCM)"
01/01/2021,04:00,24.000,"V µg/m³ (VCM)"
01/01/2021,05:00,18.000,"V µg/m³ (VCM)"
01/01/2021,06:00,15.000,"V µg/m³ (VCM)"
01/01/2021,07:00,15.000,"V µg/m³ (VCM)"
01/01/2021,08:00,23.000,"V µg/m³ (VCM)"
01/01/2021,09:00,19.000,"V µg/m³ (VCM)"
01/01/2021,10:00,17.000,"V µg/m³ (VCM)"
01/01/2021,11:00,13.000,"V µg/m³ (VCM)"
01/01/2021,12:00,15.000,"V µg/m³ (VCM)"
01/01/2021,13:00,20.000,"V µg/m³ (VCM)"
01/01/2021,14:00,18.000,"V µg/m³ (VCM)"
01/01/2021,15:00,23.000,"V µg/m³ (VCM)"
01/01/2021,16:00,26.000,"V µg/m³ (VCM)"
01/01/2021,17:00,30.000,"V µg/m³ (VCM)"
01/01/2021,18:00,31.000,"V µg/m³ (VCM)"
01/01/2021,19:00,31.000,"V µg/m³ (VCM)"
01/01/2021,20:00,31.000,"V µg/m³ (VCM)"
01/01/2021,21:00,27.000,"V µg/m³ (VCM)"
01/01/2021,22:00,26.000,"V µg/m³ (VCM)"
01/01/2021,23:00,23.000,"V µg/m³ (VCM)"
01/01/2021,24:00,19.000,"V µg/m³ (VCM)"
02/01/2021,01:00,11.000,"V µg/m³ (VCM)"
02/01/2021,02:00,11.000,"V µg/m³ (VCM)"
02/01/2021,03:00,23.000,"V µg/m³ (VCM)"
02/01/2021,04:00,12.000,"V µg/m³ (VCM)"
02/01/2021,05:00,13.000,"V µg/m³ (VCM)"
02/01/2021,06:00,19.000,"V µg/m³ (VCM)"
02/01/2021,07:00,12.000,"V µg/m³ (VCM)"
02/01/2021,08:00,14.000,"V µg/m³ (VCM)"
02/01/2021,09:00,11.000,"V µg/m³ (VCM)"
02/01/2021,10:00,12.000,"V µg/m³ (VCM)"
02/01/2021,11:00,10.000,"V µg/m³ (VCM)"
02/01/2021,12:00,12.000,"V µg/m³ (VCM)"
02/01/2021,13:00,10.000,"V µg/m³ (VCM)"
02/01/2021,14:00,14.000,"V µg/m³ (VCM)"
02/01/2021,15:00,18.000,"V µg/m³ (VCM)"
02/01/2021,16:00,18.000,"V µg/m³ (VCM)"
02/01/2021,17:00,29.000,"V µg/m³ (VCM)"
02/01/2021,18:00,15.000,"V µg/m³ (VCM)"
02/01/2021,19:00,17.000,"V µg/m³ (VCM)"
02/01/2021,20:00,19.000,"V µg/m³ (VCM)"
02/01/2021,21:00,18.000,"V µg/m³ (VCM)"
02/01/2021,22:00,19.000,"V µg/m³ (VCM)"
02/01/2021,23:00,15.000,"V µg/m³ (VCM)"
02/01/2021,24:00,20.000,"V µg/m³ (VCM)"
03/01/2021,01:00,15.000,"V µg/m³ (VCM)"
03/01/2021,02:00,10.000,"V µg/m³ (VCM)"
03/01/2021,03:00,10.000,"V µg/m³ (VCM)"
03/01/2021,04:00,7.000,"V µg/m³ (VCM)"
03/01/2021,05:00,7.000,"V µg/m³ (VCM)"
03/01/2021,06:00,8.000,"V µg/m³ (VCM)"
03/01/2021,07:00,8.000,"V µg/m³ (VCM)"
03/01/2021,08:00,8.000,"V µg/m³ (VCM)"
03/01/2021,09:00,10.000,"V µg/m³ (VCM)"
03/01/2021,10:00,6.000,"V µg/m³ (VCM)"
03/01/2021,11:00,3.000,"V µg/m³ (VCM)"
03/01/2021,12:00,6.000,"V µg/m³ (VCM)"
03/01/2021,13:00,13.000,"V µg/m³ (VCM)"
03/01/2021,14:00,11.000,"V µg/m³ (VCM)"
03/01/2021,15:00,15.000,"V µg/m³ (VCM)"
03/01/2021,16:00,20.000,"V µg/m³ (VCM)"
03/01/2021,17:00,20.000,"V µg/m³ (VCM)"
03/01/2021,18:00,17.000,"V µg/m³ (VCM)"
03/01/2021,19:00,14.000,"V µg/m³ (VCM)"
03/01/2021,20:00,16.000,"V µg/m³ (VCM)"
03/01/2021,21:00,14.000,"V µg/m³ (VCM)"
03/01/2021,22:00,13.000,"V µg/m³ (VCM)"
03/01/2021,23:00,13.000,"V µg/m³ (VCM)"
03/01/2021,24:00,11.000,"V µg/m³ (VCM)"
04/01/2021,01:00,12.000,"V µg/m³ (VCM)"
04/01/2021,02:00,10.000,"V µg/m³ (VCM)"
04/01/2021,03:00,14.000,"V µg/m³ (VCM)"
04/01/2021,04:00,12.000,"V µg/m³ (VCM)"
04/01/2021,05:00,14.000,"V µg/m³ (VCM)"
04/01/2021,06:00,12.000,"V µg/m³ (VCM)"
04/01/2021,07:00,11.000,"V µg/m³ (VCM)"
04/01/2021,08:00,11.000,"V µg/m³ (VCM)"
04/01/2021,09:00,8.000,"V µg/m³ (VCM)"
04/01/2021,10:00,10.000,"V µg/m³ (VCM)"
04/01/2021,11:00,8.000,"V µg/m³ (VCM)"
04/01/2021,12:00,11.000,"V µg/m³ (VCM)"
04/01/2021,13:00,10.000,"V µg/m³ (VCM)"
04/01/2021,14:00,11.000,"V µg/m³ (VCM)"
04/01/2021,15:00,12.000,"V µg/m³ (VCM)"
04/01/2021,16:00,15.000,"V µg/m³ (VCM)"
04/01/2021,17:00,15.000,"V µg/m³ (VCM)"
04/01/2021,18:00,16.000,"V µg/m³ (VCM)"
04/01/2021,19:00,14.000,"V µg/m³ (VCM)"
04/01/2021,20:00,11.000,"V µg/m³ (VCM)"
04/01/2021,21:00,11.000,"V µg/m³ (VCM)"
04/01/2021,22:00,11.000,"V µg/m³ (VCM)"
04/01/2021,23:00,9.000,"V µg/m³ (VCM)"
04/01/2021,24:00,9.000,"V µg/m³ (VCM)"
05/01/2021,01:00,10.000,"V µg/m³ (VCM)"
05/01/2021,02:00,10.000,"V µg/m³ (VCM)"
05/01/2021,03:00,9.000,"V µg/m³ (VCM)"
05/01/2021,04:00,8.000,"V µg/m³ (VCM)"
05/01/2021,05:00,11.000,"V µg/m³ (VCM)"
05/01/2021,06:00,9.000,"V µg/m³ (VCM)"
05/01/2021,07:00,9.000,"V µg/m³ (VCM)"
05/01/2021,08:00,12.000,"V µg/m³ (VCM)"
05/01/2021,09:00,11.000,"V µg/m³ (VCM)"
05/01/2021,10:00,11.000,"V µg/m³ (VCM)"
05/01/2021,11:00,9.000,"V µg/m³ (VCM)"
05/01/2021,12:00,8.000,"V µg/m³ (VCM)"
05/01/2021,13:00,9.000,"V µg/m³ (VCM)"
05/01/2021,14:00,12.000,"V µg/m³ (VCM)"
05/01/2021,15:00,10.000,"V µg/m³ (VCM)"
05/01/2021,16:00,11.000,"V µg/m³ (VCM)"
05/01/2021,17:00,11.000,"V µg/m³ (VCM)"
05/01/2021,18:00,8.000,"V µg/m³ (VCM)"
05/01/2021,19:00,9.000,"V µg/m³ (VCM)"
05/01/2021,20:00,9.000,"V µg/m³ (VCM)"
05/01/2021,21:00,11.000,"V µg/m³ (VCM)"
05/01/2021,22:00,8.000,"V µg/m³ (VCM)"
05/01/2021,23:00,9.000,"V µg/m³ (VCM)"
05/01/2021,24:00,10.000,"V µg/m³ (VCM)"
06/01/2021,01:00,9.000,"V µg/m³ (VCM)"
06/01/2021,02:00,7.000,"V µg/m³ (VCM)"
06/01/2021,03:00,nodata,"V µg/m³ (VCM)"
06/01/2021,04:00,5.000,"V µg/m³ (VCM)"
06/01/2021,05:00,1.000,"V µg/m³ (VCM)"
06/01/2021,06:00,5.000,"V µg/m³ (VCM)"
06/01/2021,07:00,12.000,"V µg/m³ (VCM)"
06/01/2021,08:00,8.000,"V µg/m³ (VCM)"
06/01/2021,09:00,9.000,"V µg/m³ (VCM)"
06/01/2021,10:00,8.000,"V µg/m³ (VCM)"
06/01/2021,11:00,11.000,"V µg/m³ (VCM)"
06/01/2021,12:00,nodata,"V µg/m³ (VCM)"
06/01/2021,13:00,nodata,"V µg/m³ (VCM)"
06/01/2021,14:00,13.000,"V µg/m³ (VCM)"
06/01/2021,15:00,7.000,"V µg/m³ (VCM)"
06/01/2021,16:00,20.000,"V µg/m³ (VCM)"
06/01/2021,17:00,19.000,"V µg/m³ (VCM)"
06/01/2021,18:00,17.000,"V µg/m³ (VCM)"
06/01/2021,19:00,15.000,"V µg/m³ (VCM)"
06/01/2021,20:00,18.000,"V µg/m³ (VCM)"
06/01/2021,21:00,17.000,"V µg/m³ (VCM)"
06/01/2021,22:00,17.000,"V µg/m³ (VCM)"
06/01/2021,23:00,15.000,"V µg/m³ (VCM)"
06/01/2021,24:00,11.000,"V µg/m³ (VCM)"
07/01/2021,01:00,13.000,"V µg/m³ (VCM)"
07/01/2021,02:00,13.000,"V µg/m³ (VCM)"
07/01/2021,03:00,17.000,"V µg/m³ (VCM)"
07/01/2021,04:00,12.000,"V µg/m³ (VCM)"
07/01/2021,05:00,16.000,"V µg/m³ (VCM)"
07/01/2021,06:00,16.000,"V µg/m³ (VCM)"
07/01/2021,07:00,16.000,"V µg/m³ (VCM)"
07/01/2021,08:00,21.000,"V µg/m³ (VCM)"
07/01/2021,09:00,21.000,"V µg/m³ (VCM)"
07/01/2021,10:00,nodata,"V µg/m³ (VCM)"
07/01/2021,11:00,17.000,"V µg/m³ (VCM)"
07/01/2021,12:00,16.000,"V µg/m³ (VCM)"
07/01/2021,13:00,22.000,"V µg/m³ (VCM)"
07/01/2021,14:00,27.000,"V µg/m³ (VCM)"
07/01/2021,15:00,23.000,"V µg/m³ (VCM)"
07/01/2021,16:00,28.000,"V µg/m³ (VCM)"
07/01/2021,17:00,25.000,"V µg/m³ (VCM)"
07/01/2021,18:00,29.000,"V µg/m³ (VCM)"
07/01/2021,19:00,27.000,"V µg/m³ (VCM)"
07/01/2021,20:00,28.000,"V µg/m³ (VCM)"
07/01/2021,21:00,26.000,"V µg/m³ (VCM)"
07/01/2021,22:00,24.000,"V µg/m³ (VCM)"
07/01/2021,23:00,21.000,"V µg/m³ (VCM)"
07/01/2021,24:00,16.000,"V µg/m³ (VCM)"
08/01/2021,01:00,19.000,"V µg/m³ (VCM)"
08/01/2021,02:00,18.000,"V µg/m³ (VCM)"
08/01/2021,03:00,14.000,"V µg/m³ (VCM)"
08/01/2021,04:00,15.000,"V µg/m³ (VCM)"
08/01/2021,05:00,15.000,"V µg/m³ (VCM)"
08/01/2021,06:00,16.000,"V µg/m³ (VCM)"
08/01/2021,07:00,21.000,"V µg/m³ (VCM)"
08/01/2021,08:00,22.000,"V µg/m³ (VCM)"
08/01/2021,09:00,24.000,"V µg/m³ (VCM)"
08/01/2021,10:00,26.000,"V µg/m³ (VCM)"
08/01/2021,11:00,21.000,"V µg/m³ (VCM)"
08/01/2021,12:00,24.000,"V µg/m³ (VCM)"
08/01/2021,13:00,28.000,"V µg/m³ (VCM)"
08/01/2021,14:00,23.000,"V µg/m³ (VCM)"
08/01/2021,15:00,23.000,"V µg/m³ (VCM)"
08/01/2021,16:00,25.000,"V µg/m³ (VCM)"
08/01/2021,17:00,19.000,"V µg/m³ (VCM)"
08/01/2021,18:00,20.000,"V µg/m³ (VCM)"
08/01/2021,19:00,14.000,"V µg/m³ (VCM)"
08/01/2021,20:00,14.000,"V µg/m³ (VCM)"
08/01/2021,21:00,14.000,"V µg/m³ (VCM)"
08/01/2021,22:00,19.000,"V µg/m³ (VCM)"
08/01/2021,23:00,21.000,"V µg/m³ (VCM)"
08/01/2021,24:00,16.000,"V µg/m³ (VCM)"
09/01/2021,01:00,13.000,"V µg/m³ (VCM)"
09/01/2021,02:00,10.000,"V µg/m³ (VCM)"
09/01/2021,03:00,10.000,"V µg/m³ (VCM)"
09/01/2021,04:00,9.000,"V µg/m³ (VCM)"
09/01/2021,05:00,7.000,"V µg/m³ (VCM)"
09/01/2021,06:00,8.000,"V µg/m³ (VCM)"
09/01/2021,07:00,9.000,"V µg/m³ (VCM)"
09/01/2021,08:00,12.000,"V µg/m³ (VCM)"
09/01/2021,09:00,11.000,"V µg/m³ (VCM)"
09/01/2021,10:00,8.000,"V µg/m³ (VCM)"
09/01/2021,11:00,6.000,"V µg/m³ (VCM)"
09/01/2021,12:00,nodata,"V µg/m³ (VCM)"
09/01/2021,13:00,11.000,"V µg/m³ (VCM)"
09/01/2021,14:00,24.000,"V µg/m³ (VCM)"
09/01/2021,15:00,17.000,"V µg/m³ (VCM)"
09/01/2021,16:00,26.000,"V µg/m³ (VCM)"
09/01/2021,17:00,35.000,"V µg/m³ (VCM)"
09/01/2021,18:00,47.000,"V µg/m³ (VCM)"
09/01/2021,19:00,48.000,"V µg/m³ (VCM)"
09/01/2021,20:00,50.000,"V µg/m³ (VCM)"
09/01/2021,21:00,46.000,"V µg/m³ (VCM)"
09/01/2021,22:00,45.000,"V µg/m³ (VCM)"
09/01/2021,23:00,37.000,"V µg/m³ (VCM)"
09/01/2021,24:00,40.000,"V µg/m³ (VCM)"
10/01/2021,01:00,31.000,"V µg/m³ (VCM)"
10/01/2021,02:00,26.000,"V µg/m³ (VCM)"
10/01/2021,03:00,26.000,"V µg/m³ (VCM)"
10/01/2021,04:00,14.000,"V µg/m³ (VCM)"
10/01/2021,05:00,14.000,"V µg/m³ (VCM)"
10/01/2021,06:00,12.000,"V µg/m³ (VCM)"
10/01/2021,07:00,10.000,"V µg/m³ (VCM)"
10/01/2021,08:00,7.000,"V µg/m³ (VCM)"
10/01/2021,09:00,8.000,"V µg/m³ (VCM)"
10/01/2021,10:00,7.000,"V µg/m³ (VCM)"
10/01/2021,11:00,11.000,"V µg/m³ (VCM)"
10/01/2021,12:00,7.000,"V µg/m³ (VCM)"
10/01/2021,13:00,11.000,"V µg/m³ (VCM)"
10/01/2021,14:00,12.000,"V µg/m³ (VCM)"
10/01/2021,15:00,25.000,"V µg/m³ (VCM)"
10/01/2021,16:00,26.000,"V µg/m³ (VCM)"
10/01/2021,17:00,31.000,"V µg/m³ (VCM)"
